area,rooms,floor,total_floors,year_built,district,material,renovation,dist_to_center,price
30.5,2,15,18,1984,Нура,панель,евро,16.98,15.0
31.7,1,2,8,2010,Нура,панель,косметический,20.72,15.0
125.2,3,19,19,1982,Есиль,монолит,евро,0.75,250.0
108.5,5,2,5,1975,Байконыр,кирпич,евро,3.08,155.3
70.8,3,5,9,1965,Сарыарка,кирпич,без ремонта,8.53,55.88
91.1,2,2,7,2017,Алматы,монолит,евро,4.41,163.89
30.6,1,3,25,1964,Нура,панель,косметический,19.8,15.0
62.5,2,5,12,2015,Сарыарка,кирпич,косметический,11.15,62.61
92.4,2,6,16,1985,Байконыр,монолит,евро,3.16,150.47
34.9,1,10,21,1960,Нура,кирпич,евро,18.58,15.0
104.0,2,13,25,2021,Алматы,монолит,дизайнерский,3.99,186.81
73.0,2,16,25,2008,Байконыр,кирпич,без ремонта,10.86,69.07
102.1,2,1,8,2007,Байконыр,панель,евро,3.05,153.35
75.5,3,5,13,1996,Сарыарка,панель,косметический,8.02,70.18
79.4,2,12,13,2010,Байконыр,панель,косметический,8.11,77.39
37.4,1,20,21,1968,Нура,панель,косметический,17.96,15.0
35.3,1,7,12,1975,Нура,панель,косметический,20.71,15.0
97.7,3,4,9,1995,Алматы,кирпич,евро,4.41,148.54
38.4,1,9,20,2008,Сарыарка,панель,евро,20.55,18.53
37.2,1,12,15,1998,Нура,панель,косметический,20.3,16.04
40.2,1,8,20,1986,Нура,монолит,косметический,21.99,17.29
40.0,2,12,12,2004,Сарыарка,панель,без ремонта,18.35,16.33
100.8,3,1,15,1963,Байконыр,кирпич,евро,5.3,136.34
79.0,4,4,5,1993,Сарыарка,кирпич,евро,8.78,75.27
115.4,3,3,5,1986,Есиль,кирпич,дизайнерский,1.04,238.24
34.8,1,3,5,1992,Нура,панель,без ремонта,20.65,15.0
104.1,2,4,8,1968,Байконыр,монолит,дизайнерский,3.3,152.39
65.5,1,2,12,2019,Сарыарка,монолит,евро,8.22,78.12
60.6,1,3,6,2016,Нура,кирпич,евро,10.13,71.62
123.4,3,3,8,2022,Есиль,монолит,дизайнерский,1.81,250.0
121.4,3,15,22,2015,Алматы,монолит,евро,2.13,250.0
118.6,3,14,22,2003,Есиль,кирпич,евро,2.29,234.66
35.2,1,5,11,1978,Сарыарка,панель,косметический,21.04,15.0
38.8,2,13,24,1967,Нура,панель,без ремонта,16.48,15.0
100.1,2,5,7,2000,Алматы,кирпич,косметический,5.21,157.01
38.9,1,1,5,2022,Нура,панель,евро,15.29,18.09
92.8,3,11,12,1984,Алматы,кирпич,евро,4.75,130.22
66.6,2,9,10,2025,Сарыарка,кирпич,без ремонта,8.16,62.86
74.2,3,3,6,1970,Байконыр,кирпич,дизайнерский,11.21,75.87
91.8,3,17,22,1978,Байконыр,монолит,евро,4.51,134.5
98.8,2,10,25,2002,Алматы,монолит,евро,4.8,160.37
34.7,1,1,10,1992,Сарыарка,панель,без ремонта,17.83,15.0
35.0,1,10,11,2010,Сарыарка,панель,косметический,21.0,15.0
108.5,5,6,20,1982,Байконыр,кирпич,дизайнерский,4.01,158.89
61.2,2,9,24,2011,Сарыарка,кирпич,без ремонта,9.97,57.62
40.4,1,7,11,1979,Сарыарка,кирпич,без ремонта,17.02,15.7
67.2,2,9,19,1969,Байконыр,панель,евро,10.91,57.08
101.2,3,2,5,1997,Байконыр,панель,евро,5.13,160.1
97.2,2,13,16,1993,Байконыр,кирпич,без ремонта,5.34,150.1
66.0,3,9,25,1997,Байконыр,кирпич,евро,11.0,66.66
64.4,3,9,14,1961,Сарыарка,монолит,евро,10.03,62.27
39.7,1,12,18,1987,Сарыарка,кирпич,евро,19.9,19.72
74.1,3,18,19,1965,Сарыарка,монолит,косметический,11.7,69.96
73.2,1,9,18,2013,Байконыр,монолит,евро,11.96,82.3
70.7,3,9,19,1965,Байконыр,панель,евро,9.44,56.89
108.2,4,22,23,2021,Алматы,монолит,евро,5.33,194.31
32.0,2,3,5,1963,Нура,панель,без ремонта,15.05,15.0
36.6,2,7,23,2000,Сарыарка,монолит,без ремонта,17.49,15.0
43.4,1,2,24,1982,Сарыарка,монолит,без ремонта,19.31,17.35
122.8,3,8,23,1967,Алматы,монолит,евро,1.24,235.97
97.8,4,3,12,1983,Алматы,кирпич,дизайнерский,3.81,129.69
30.5,1,6,17,1962,Байконыр,панель,косметический,15.91,15.0
118.3,4,7,12,2006,Есиль,монолит,дизайнерский,1.4,250.0
78.2,4,12,22,2017,Байконыр,кирпич,косметический,8.5,68.87
62.1,3,3,13,1981,Сарыарка,кирпич,евро,9.45,59.71
123.5,3,6,11,1988,Есиль,кирпич,евро,1.52,243.34
42.8,1,9,19,1969,Нура,панель,дизайнерский,21.28,19.15
32.4,2,1,6,1991,Нура,панель,евро,16.09,15.0
100.2,2,4,12,2022,Алматы,монолит,евро,4.96,175.52
37.6,1,7,9,1995,Сарыарка,панель,без ремонта,21.37,15.47
92.3,2,1,12,2017,Алматы,панель,дизайнерский,3.44,154.42
36.4,1,5,14,2011,Нура,панель,косметический,16.51,16.04
30.2,1,3,6,1968,Нура,панель,без ремонта,21.96,15.0
43.7,2,4,23,1963,Нура,монолит,косметический,19.23,17.98
63.0,2,9,13,1983,Байконыр,панель,без ремонта,8.89,48.2
36.8,1,9,12,2022,Нура,панель,косметический,15.59,17.44
44.3,2,3,8,1971,Нура,кирпич,без ремонта,15.46,16.99
117.2,3,6,25,1962,Алматы,монолит,без ремонта,0.75,183.02
67.7,1,18,22,2023,Сарыарка,панель,евро,10.12,74.02
73.1,2,4,15,1973,Байконыр,кирпич,евро,9.51,69.36
34.3,2,2,12,1983,Нура,панель,косметический,15.52,15.0
71.7,1,1,14,2011,Сарыарка,кирпич,евро,9.92,76.6
43.0,1,3,25,1966,Нура,панель,евро,19.13,17.19
104.7,4,8,9,1971,Байконыр,монолит,дизайнерский,4.49,161.12
43.8,1,18,19,2007,Нура,кирпич,без ремонта,20.67,18.14
121.1,5,13,23,1960,Есиль,монолит,без ремонта,2.26,175.3
122.7,4,19,20,2006,Есиль,монолит,дизайнерский,1.31,250.0
38.4,1,17,23,1995,Сарыарка,панель,без ремонта,17.82,16.17
33.0,1,10,24,1975,Нура,панель,без ремонта,18.11,15.0
40.3,1,5,6,2000,Нура,панель,без ремонта,19.13,16.18
104.0,3,5,10,1981,Байконыр,монолит,дизайнерский,3.01,152.18
38.2,2,8,8,2022,Нура,кирпич,без ремонта,18.73,17.22
115.5,3,14,16,1987,Есиль,монолит,дизайнерский,1.06,225.57
105.9,3,11,13,2009,Байконыр,панель,евро,3.58,166.14
96.5,2,3,5,1977,Алматы,монолит,евро,4.9,164.15
61.5,2,9,16,2015,Байконыр,кирпич,косметический,11.05,60.23
124.2,5,1,7,1979,Алматы,монолит,евро,1.44,227.21
44.2,2,9,13,1993,Нура,панель,косметический,19.82,18.13
79.2,2,2,12,2012,Сарыарка,панель,косметический,9.1,76.71
66.1,2,13,23,2021,Байконыр,кирпич,косметический,10.15,73.93
126.3,5,3,19,2009,Есиль,монолит,дизайнерский,1.98,250.0
67.2,1,9,18,2004,Сарыарка,панель,косметический,9.34,61.21
98.7,4,18,22,2005,Байконыр,кирпич,дизайнерский,5.62,151.34
36.6,1,3,8,1986,Байконыр,панель,без ремонта,18.3,15.48
129.3,3,7,10,2005,Алматы,монолит,евро,2.27,250.0
72.5,1,6,20,1997,Байконыр,панель,евро,11.14,74.05
78.9,4,6,20,1994,Сарыарка,кирпич,косметический,10.56,71.85
118.0,5,1,5,1980,Алматы,монолит,дизайнерский,1.09,233.06
73.3,3,2,9,1983,Байконыр,кирпич,евро,8.03,72.53
79.1,4,4,9,1968,Сарыарка,монолит,косметический,10.64,70.74
93.4,4,1,5,2007,Алматы,монолит,дизайнерский,3.15,152.71
34.0,1,17,18,1961,Сарыарка,панель,косметический,20.0,15.0
63.8,3,5,6,1967,Сарыарка,кирпич,косметический,8.68,52.67
32.1,1,5,22,1979,Нура,панель,евро,21.98,15.0
40.5,1,16,17,1969,Нура,панель,евро,17.45,19.19
118.1,5,8,20,2009,Есиль,монолит,дизайнерский,1.01,246.35
109.3,5,8,15,1968,Алматы,монолит,косметический,4.68,140.86
72.4,2,18,25,1990,Байконыр,панель,косметический,10.9,58.9
76.6,2,8,10,2008,Сарыарка,панель,без ремонта,10.27,68.57
70.2,3,1,16,1998,Сарыарка,кирпич,косметический,9.61,60.86
91.7,2,2,5,1999,Алматы,монолит,косметический,4.91,144.82
119.6,5,8,22,1982,Алматы,кирпич,евро,2.4,218.57
128.4,5,10,16,1989,Алматы,монолит,дизайнерский,1.69,250.0
67.2,3,7,8,2010,Байконыр,панель,косметический,10.78,63.92
79.7,2,10,22,1991,Байконыр,панель,косметический,11.43,70.51
62.8,1,12,25,2006,Байконыр,кирпич,косметический,11.11,59.0
68.2,2,1,6,2014,Сарыарка,панель,евро,10.18,64.2
77.5,3,12,22,1976,Сарыарка,кирпич,евро,10.89,71.51
103.0,3,10,20,1968,Байконыр,кирпич,евро,5.8,142.48
78.0,2,8,12,1990,Байконыр,кирпич,евро,9.66,78.81
79.6,3,16,18,1985,Сарыарка,панель,косметический,11.16,64.96
77.7,4,12,21,1969,Байконыр,кирпич,без ремонта,11.32,62.63
61.0,3,1,15,2010,Сарыарка,кирпич,косметический,8.55,51.21
44.6,1,15,18,2001,Нура,панель,косметический,15.09,19.2
30.4,1,3,6,2003,Нура,панель,без ремонта,15.88,15.0
104.1,2,12,24,2006,Байконыр,кирпич,евро,4.97,166.62
78.6,2,21,24,1988,Байконыр,кирпич,евро,8.95,83.22
41.1,1,6,9,1993,Нура,панель,без ремонта,18.87,16.14
68.6,3,12,15,1974,Байконыр,панель,евро,9.08,59.75
93.2,3,9,10,2008,Алматы,монолит,дизайнерский,3.31,166.76
43.9,2,7,13,2022,Нура,панель,без ремонта,17.41,18.24
97.3,2,10,10,2017,Алматы,монолит,евро,3.44,168.83
121.1,5,4,23,1986,Есиль,монолит,дизайнерский,1.36,245.57
90.9,2,17,19,1963,Байконыр,монолит,косметический,4.91,116.66
101.1,2,19,22,2017,Алматы,монолит,евро,3.65,173.95
31.1,2,3,21,1997,Нура,кирпич,евро,21.58,15.0
119.5,5,4,20,2011,Алматы,монолит,евро,1.06,250.0
73.0,2,1,8,1979,Сарыарка,кирпич,без ремонта,8.66,64.21
126.1,4,7,22,2016,Есиль,кирпич,без ремонта,2.49,250.0
67.9,3,21,21,2015,Сарыарка,панель,косметический,9.57,61.57
31.7,2,1,7,1961,Сарыарка,панель,евро,19.39,15.0
40.4,1,1,6,1997,Нура,панель,без ремонта,18.64,15.76
109.9,3,10,20,1991,Алматы,монолит,дизайнерский,5.78,180.95
76.3,2,5,13,2003,Сарыарка,кирпич,косметический,8.77,72.6
39.7,1,7,11,1977,Нура,панель,без ремонта,20.59,15.12
98.6,2,8,13,1966,Байконыр,монолит,евро,5.76,149.05
115.6,4,20,23,1978,Есиль,монолит,дизайнерский,1.99,218.82
71.5,1,5,12,1994,Сарыарка,панель,косметический,10.38,69.93
76.9,3,6,12,1977,Байконыр,монолит,дизайнерский,8.41,71.82
31.0,2,1,13,1990,Нура,монолит,косметический,16.81,15.0
109.8,3,6,6,1985,Алматы,монолит,косметический,5.85,161.32
63.9,1,2,5,2005,Сарыарка,панель,косметический,9.08,63.05
123.2,4,8,13,1987,Алматы,монолит,евро,1.09,240.46
63.7,1,5,5,1969,Сарыарка,монолит,без ремонта,10.66,59.6
68.8,2,13,20,2001,Сарыарка,монолит,косметический,9.59,67.19
42.5,2,9,13,1974,Нура,панель,без ремонта,20.74,15.0
37.9,1,3,15,1979,Нура,панель,евро,15.02,17.07
92.5,2,9,12,2006,Байконыр,монолит,евро,3.88,142.0
60.1,2,4,21,1978,Байконыр,кирпич,косметический,9.69,50.38
73.9,3,9,13,1964,Сарыарка,кирпич,косметический,11.19,61.67
121.8,3,3,5,1983,Есиль,монолит,дизайнерский,0.86,250.0
124.4,5,8,15,1985,Есиль,монолит,евро,1.06,243.18
126.0,5,6,8,2005,Есиль,кирпич,дизайнерский,1.15,241.86
43.6,1,13,17,2006,Нура,панель,без ремонта,19.34,18.84
97.8,3,4,16,1960,Есиль,монолит,дизайнерский,5.15,132.47
119.9,3,6,14,2009,Есиль,кирпич,дизайнерский,0.9,250.0
65.9,2,7,13,2009,Сарыарка,кирпич,косметический,11.94,61.46
43.2,2,3,17,1971,Нура,панель,без ремонта,21.54,16.33
108.0,5,7,19,1982,Байконыр,монолит,евро,4.99,145.54
71.1,1,1,23,2010,Байконыр,монолит,косметический,10.26,80.48
61.4,2,11,25,1998,Сарыарка,кирпич,без ремонта,8.32,52.17
124.5,3,2,6,1982,Есиль,монолит,дизайнерский,1.11,244.2
107.5,3,4,18,2010,Байконыр,кирпич,косметический,3.11,160.8
63.4,3,5,6,2001,Сарыарка,кирпич,евро,8.41,65.93
72.5,2,2,13,1993,Алматы,панель,евро,11.87,71.28
66.1,2,3,20,1960,Сарыарка,монолит,без ремонта,10.72,57.47
42.2,2,6,16,2002,Нура,панель,косметический,20.52,18.02
96.5,4,1,21,1971,Байконыр,монолит,евро,3.8,125.98
122.9,3,21,24,2020,Есиль,монолит,евро,0.91,250.0
37.7,1,25,25,1972,Сарыарка,панель,без ремонта,20.98,15.0
64.3,2,16,19,1961,Байконыр,панель,евро,11.01,52.62
117.0,5,16,19,1984,Алматы,монолит,дизайнерский,1.38,233.57
33.8,1,3,21,1983,Сарыарка,панель,без ремонта,17.78,15.0
64.6,2,5,9,1983,Байконыр,панель,косметический,10.7,58.99
64.3,3,1,11,2021,Байконыр,панель,дизайнерский,8.72,64.01
103.6,4,4,12,1978,Алматы,монолит,дизайнерский,3.62,154.58
